"A","278-A3","","","","","","","","","","","4932","","It is required that separate transaction sets be used for different patients."
"D","278-A3","7","0810","SV1","01","C003","02","","","2","0810","","F","Procedure Code"
"D","278-A3","7","0810","SV1","01","C003","03","","","2","0810","5432","D","Required when valued on the request and used by the UMO to render a decision. If not required by this implementation guide, do not send."
"D","278-A3","7","0810","SV1","01","C003","03","","","2","0810","","F","Procedure Modifier"
"D","278-A3","7","0810","SV1","01","C003","04","","","2","0810","5432","D","Required when valued on the request and used by the UMO to render a decision. If not required by this implementation guide, do not send."
"D","278-A3","7","0810","SV1","01","C003","04","","","2","0810","","F","Procedure Modifier"
"D","278-A3","7","0810","SV1","01","C003","05","","","2","0810","5432","D","Required when valued on the request and used by the UMO to render a decision. If not required by this implementation guide, do not send."
"D","278-A3","7","0810","SV1","01","C003","05","","","2","0810","","F","Procedure Modifier"
"D","278-A3","7","0810","SV1","01","C003","06","","","2","0810","5432","D","Required when valued on the request and used by the UMO to render a decision. If not required by this implementation guide, do not send."
"D","278-A3","7","0810","SV1","01","C003","06","","","2","0810","","F","Procedure Modifier"
"D","278-A3","7","0810","SV1","01","C003","07","","","2","0810","5434","D","Required when necessary to provide further clarification on the procedure for this service. If not required by this implementation guide, do not send."
"D","278-A3","7","0810","SV1","01","C003","07","","","2","0810","","F","Procedure Code Description"
"D","278-A3","7","0810","SV1","01","C003","08","","","2","0810","5517","D","Required when valued on the request and the UMO has authorized a range of procedures. If not required by this implementation guide, do not send."
"D","278-A3","7","0810","SV1","01","C003","08","","","2","0810","5518","","Use SV101-2 to represent the beginning value in the procedure range and this data element to represent the ending value in a range of codes."
"D","278-A3","7","0810","SV1","01","C003","08","","","2","0810","","F","Procedure Code"
"C","278-A3","7","0810","SV1","02","","","","","2","0810","5334","D","Required when the UMO has approved the health care service with monetary limitations. If not required by this implementation guide, do not send."
"C","278-A3","7","0810","SV1","02","","","","","2","0810","","F","Service Line Amount"
"C","278-A3","7","0810","SV1","03","","","","","2","0810","5335","D","Required when service units were not provided in the HSD segment and a specific number of services are being authorized for this procedure. If not required by this implementation guide, do not send."
"C","278-A3","7","0810","SV1","03","","","","","2","0810","","F","Unit or Basis for Measurement Code"
"E","278-A3","7","0810","SV1","03","","","355","F2","2","0810","5336","","International Unit is used to indicate dosage amount. Dosage amount is only used for drug claims when the dosage of the drug is variable within a single NDC number (e.g., blood factors)."
"C","278-A3","7","0810","SV1","04","","","","","2","0810","5335","D","Required when service units were not provided in the HSD segment and a specific number of services are being authorized for this procedure. If not required by this implementation guide, do not send."
"C","278-A3","7","0810","SV1","04","","","","","2","0810","","F","Service Unit Count"
"C","278-A3","7","0810","SV1","11","","","","","2","0810","5464","D","Required when the review decision is based on EPSDT. If not required by this implementation guide, do not send."
"C","278-A3","7","0810","SV1","11","","","","","2","0810","","F","EPSDT Indicator"
"C","278-A3","7","0810","SV1","20","","","","","2","0810","5465","D","Required when used by the UMO to render a decision. If not required by this implementation guide, do not send."
"C","278-A3","7","0810","SV1","20","","","","","2","0810","","F","Nursing Home Level of Care"
"B","278-A3","7","0820","","","","","","","2","0820","5337","A","Institutional Service Line"
"B","278-A3","7","0820","","","","","","","2","0820","5338","E","SV2*300*HC:80019*73.42*UN*1~"
"B","278-A3","7","0820","","","","","","","2","0820","5339","E","SV2*120**1500*DA*5*300~"
"B","278-A3","7","0820","","","","","","","2","0820","5370","","Required when authorizing a specific Institutional Service. If not required by this implementation guide, do not send."
"B","278-A3","7","0820","","","","","","","2","0820","5433","","Use this segment to authorize a specific Revenue Code."
"C","278-A3","7","0820","SV2","01","","","","","2","0820","5340","D","Required when the UMO authorizes a revenue code. If not required by this implementation guide, do not send."
"C","278-A3","7","0820","SV2","01","","","","","2","0820","5341","","See Code Source 132: National Uniform Billing Committee (NUBC) Codes."
"C","278-A3","7","0820","SV2","01","","","","","2","0820","","F","Service Line Revenue Code"
"C","278-A3","7","0820","SV2","02","","","","","2","0820","5466","D","Required when authorizing a specific procedure code. If not required by this implementation guide, do not send."
"D","278-A3","7","0820","SV2","02","C003","01","","","2","0820","","F","Product or Service ID Qualifier"
"E","278-A3","7","0820","SV2","02","C003","01","235","HC","2","0820","5333","","Because the AMA's CPT codes are also level 1 HCPCS codes, they are reported under HC."
"E","278-A3","7","0820","SV2","02","C003","01","235","IV","2","0820","5539","","This code set is not allowed for use under HIPAA at the time of this writing. Use only in non-HIPAA implementations."
"E","278-A3","7","0820","SV2","02","C003","01","235","WK","2","0820","5540","","This code set is not allowed for use under HIPAA at the time of this writing. The qualifier can only be used:
If a new rule names the Complimentary, Alternative, or Holistic Procedure Codes as an allowable code set under HIPAA, 
OR
The Secretary grants an exception to use the code set as a pilot project as allowed under the law, 
OR
For service reviews which are not covered under HIPAA."
"E","278-A3","7","0820","SV2","02","C003","01","235","ZZ","2","0820","5554","","Use this code when reporting ICD-10-PCS. This code can only be used if mandated by HIPAA or for services not covered under HIPAA.<R>
CODE SOURCE: 896 International Classification of Diseases, 10th Revision, Procedure Coding System (ICD-10-PCS)"
"D","278-A3","7","0820","SV2","02","C003","02","","","2","0820","","F","Procedure Code"
"D","278-A3","7","0820","SV2","02","C003","03","","","2","0820","5465","D","Required when used by the UMO to render a decision. If not required by this implementation guide, do not send."
"D","278-A3","7","0820","SV2","02","C003","03","","","2","0820","","F","Procedure Modifier"
"D","278-A3","7","0820","SV2","02","C003","04","","","2","0820","5465","D","Required when used by the UMO to render a decision. If not required by this implementation guide, do not send."
"D","278-A3","7","0820","SV2","02","C003","04","","","2","0820","","F","Procedure Modifier"
"D","278-A3","7","0820","SV2","02","C003","05","","","2","0820","5465","D","Required when used by the UMO to render a decision. If not required by this implementation guide, do not send."
"D","278-A3","7","0820","SV2","02","C003","05","","","2","0820","","F","Procedure Modifier"
"D","278-A3","7","0820","SV2","02","C003","06","","","2","0820","5465","D","Required when used by the UMO to render a decision. If not required by this implementation guide, do not send."
"D","278-A3","7","0820","SV2","02","C003","06","","","2","0820","","F","Procedure Modifier"
"D","278-A3","7","0820","SV2","02","C003","07","","","2","0820","5434","D","Required when necessary to provide further clarification on the procedure for this service. If not required by this implementation guide, do not send."
"D","278-A3","7","0820","SV2","02","C003","07","","","2","0820","","F","Procedure Code Description"
"D","278-A3","7","0820","SV2","02","C003","08","","","2","0820","5517","D","Required when valued on the request and the UMO has authorized a range of procedures. If not required by this implementation guide, do not send."
"D","278-A3","7","0820","SV2","02","C003","08","","","2","0820","5519","","Use SV202-2 to represent the beginning value in the procedure range and this data element to represent the ending value in a range of codes."
"D","278-A3","7","0820","SV2","02","C003","08","","","2","0820","","F","Procedure Code"
"C","278-A3","7","0820","SV2","03","","","","","2","0820","5334","D","Required when the UMO has approved the health care service with monetary limitations. If not required by this implementation guide, do not send."
"C","278-A3","7","0820","SV2","03","","","","","2","0820","","F","Service Line Amount"
"C","278-A3","7","0820","SV2","04","","","","","2","0820","5335","D","Required when service units were not provided in the HSD segment and a specific number of services are being authorized for this procedure. If not required by this implementation guide, do not send."
"C","278-A3","7","0820","SV2","04","","","","","2","0820","","F","Unit or Basis for Measurement Code"
"E","278-A3","7","0820","SV2","04","","","355","F2","2","0820","5336","","International Unit is used to indicate dosage amount. Dosage amount is only used for drug claims when the dosage of the drug is variable within a single NDC number (e.g., blood factors)."
"C","278-A3","7","0820","SV2","05","","","","","2","0820","5335","D","Required when service units were not provided in the HSD segment and a specific number of services are being authorized for this procedure. If not required by this implementation guide, do not send."
"C","278-A3","7","0820","SV2","05","","","","","2","0820","","F","Service Unit Count"
"C","278-A3","7","0820","SV2","06","","","","","2","0820","5342","D","Required when SV201 is used and the UMO has approved the health care service with monetary limitations on the accommodation rate. If not required by this implementation guide, do not send."
"C","278-A3","7","0820","SV2","06","","","","","2","0820","","F","Service Line Rate"
"C","278-A3","7","0820","SV2","10","","","","","2","0820","5465","D","Required when used by the UMO to render a decision. If not required by this implementation guide, do not send."
"C","278-A3","7","0820","SV2","10","","","","","2","0820","","F","Nursing Home Level of Care"
"B","278-A3","7","0830","","","","","","","2","0830","5343","E","SV3*AD:D2150*80****1~"
"B","278-A3","7","0830","","","","","","","2","0830","5371","","Required if authorizing a specific Dental Service. If not required by this implementation guide, do not send."
"B","278-A3","7","0830","","","","","","","2","0830","5482","","This segment is not used when the HI segment has been used to authorize a range of services in the same iteration of the 2000F loop."
"B","278-A3","7","0830","","","","","","","2","0830","","A","Dental Service"
"D","278-A3","7","0830","SV3","01","C003","01","","","2","0830","","F","Product or Service ID Qualifier"
"D","278-A3","7","0830","SV3","01","C003","02","","","2","0830","","F","Procedure Code"
"D","278-A3","7","0830","SV3","01","C003","03","","","2","0830","5344","","A modifier must be from code source 135 (American Dental Association) found in the 'Code on Dental Procedures and Nomenclature', if such modifier is available."
"D","278-A3","7","0830","SV3","01","C003","03","","","2","0830","5465","D","Required when used by the UMO to render a decision. If not required by this implementation guide, do not send."
"D","278-A3","7","0830","SV3","01","C003","03","","","2","0830","","F","Procedure Modifier"
"D","278-A3","7","0830","SV3","01","C003","04","","","2","0830","5344","","A modifier must be from code source 135 (American Dental Association) found in the 'Code on Dental Procedures and Nomenclature', if such modifier is available."
"D","278-A3","7","0830","SV3","01","C003","04","","","2","0830","5465","D","Required when used by the UMO to render a decision. If not required by this implementation guide, do not send."
"D","278-A3","7","0830","SV3","01","C003","04","","","2","0830","","F","Procedure Modifier"
"D","278-A3","7","0830","SV3","01","C003","05","","","2","0830","5344","","A modifier must be from code source 135 (American Dental Association) found in the 'Code on Dental Procedures and Nomenclature', if such modifier is available."
"D","278-A3","7","0830","SV3","01","C003","05","","","2","0830","5465","D","Required when used by the UMO to render a decision. If not required by this implementation guide, do not send."
"D","278-A3","7","0830","SV3","01","C003","05","","","2","0830","","F","Procedure Modifier"
"D","278-A3","7","0830","SV3","01","C003","06","","","2","0830","5344","","A modifier must be from code source 135 (American Dental Association) found in the 'Code on Dental Procedures and Nomenclature', if such modifier is available."
"D","278-A3","7","0830","SV3","01","C003","06","","","2","0830","5465","D","Required when used by the UMO to render a decision. If not required by this implementation guide, do not send."
"D","278-A3","7","0830","SV3","01","C003","06","","","2","0830","","F","Procedure Modifier"
"D","278-A3","7","0830","SV3","01","C003","07","","","2","0830","5434","D","Required when necessary to provide further clarification on the procedure for this service. If not required by this implementation guide, do not send."
"D","278-A3","7","0830","SV3","01","C003","07","","","2","0830","","F","Procedure Code Description"
"D","278-A3","7","0830","SV3","01","C003","08","","","2","0830","5517","D","Required when valued on the request and the UMO has authorized a range of procedures. If not required by this implementation guide, do not send."
"D","278-A3","7","0830","SV3","01","C003","08","","","2","0830","5520","","Use SV301-2 to represent the beginning value in the procedure range and this data element to represent the ending value in a range of codes."
"D","278-A3","7","0830","SV3","01","C003","08","","","2","0830","","F","Procedure Code"
"C","278-A3","7","0830","SV3","02","","","","","2","0830","5334","D","Required when the UMO has approved the health care service with monetary limitations. If not required by this implementation guide, do not send."
"C","278-A3","7","0830","SV3","02","","","","","2","0830","","F","Service Line Amount"
"C","278-A3","7","0830","SV3","04","","","","","2","0830","5465","D","Required when used by the UMO to render a decision. If not required by this implementation guide, do not send."
"D","278-A3","7","0830","SV3","04","C006","01","","","2","0830","","F","Oral Cavity Designation Code"
"D","278-A3","7","0830","SV3","04","C006","02","","","2","0830","5345","","Use this code for the additional oral cavity designation codes. The code values in SV304-1 apply to all occurrences of the oral cavity designation code."
"D","278-A3","7","0830","SV3","04","C006","02","","","2","0830","5465","D","Required when used by the UMO to render a decision. If not required by this implementation guide, do not send."
"D","278-A3","7","0830","SV3","04","C006","02","","","2","0830","","F","Oral Cavity Designation Code"
"D","278-A3","7","0830","SV3","04","C006","03","","","2","0830","5345","","Use this code for the additional oral cavity designation codes. The code values in SV304-1 apply to all occurrences of the oral cavity designation code."
"D","278-A3","7","0830","SV3","04","C006","03","","","2","0830","5465","D","Required when used by the UMO to render a decision. If not required by this implementation guide, do not send."
"D","278-A3","7","0830","SV3","04","C006","03","","","2","0830","","F","Oral Cavity Designation Code"
"D","278-A3","7","0830","SV3","04","C006","04","","","2","0830","5345","","Use this code for the additional oral cavity designation codes. The code values in SV304-1 apply to all occurrences of the oral cavity designation code."
"D","278-A3","7","0830","SV3","04","C006","04","","","2","0830","5465","D","Required when used by the UMO to render a decision. If not required by this implementation guide, do not send."
"D","278-A3","7","0830","SV3","04","C006","04","","","2","0830","","F","Oral Cavity Designation Code"
"D","278-A3","7","0830","SV3","04","C006","05","","","2","0830","5345","","Use this code for the additional oral cavity designation codes. The code values in SV304-1 apply to all occurrences of the oral cavity designation code."
"D","278-A3","7","0830","SV3","04","C006","05","","","2","0830","5465","D","Required when used by the UMO to render a decision. If not required by this implementation guide, do not send."
"D","278-A3","7","0830","SV3","04","C006","05","","","2","0830","","F","Oral Cavity Designation Code"
"C","278-A3","7","0830","SV3","05","","","","","2","0830","5465","D","Required when used by the UMO to render a decision. If not required by this implementation guide, do not send."
"C","278-A3","7","0830","SV3","05","","","","","2","0830","","F","Prosthesis, Crown, or Inlay Code"
"E","278-A3","7","0830","SV3","05","","","1358","R","2","0830","5346","","If the SV305 = R, then the DTP segment in the 2400 loop for Prior Placement is Required."
"C","278-A3","7","0830","SV3","06","","","","","2","0830","5347","","Number of procedures."
"C","278-A3","7","0830","SV3","06","","","","","2","0830","","F","Service Unit Count"
"B","278-A3","7","0840","","","","","","","2","0840","5348","A","Tooth Information"
"B","278-A3","7","0840","","","","","","","2","0840","5349","E","TOO*JP*12*L:O~"
"B","278-A3","7","0840","","","","","","","2","0840","5388","","Required when used by the UMO to render a medical decision. If not required by this implementation guide, do not send."
"C","278-A3","7","0840","TOO","01","","","","","2","0840","","F","Code List Qualifier Code"
"C","278-A3","7","0840","TOO","02","","","","","2","0840","5350","","See Code Source 135: American Dental Association Codes."
"C","278-A3","7","0840","TOO","02","","","","","2","0840","","F","Tooth Code"
"C","278-A3","7","0840","TOO","03","","","","","2","0840","5388","D","Required when used by the UMO to render a medical decision. If not required by this implementation guide, do not send."
"D","278-A3","7","0840","TOO","03","C005","01","","","2","0840","","F","Tooth Surface Code"
"D","278-A3","7","0840","TOO","03","C005","02","","","2","0840","5388","D","Required when used by the UMO to render a medical decision. If not required by this implementation guide, do not send."
"D","278-A3","7","0840","TOO","03","C005","02","","","2","0840","5521","","Use code values from TOO03-1."
"D","278-A3","7","0840","TOO","03","C005","02","","","2","0840","","F","Tooth Surface Code"
"D","278-A3","7","0840","TOO","03","C005","03","","","2","0840","5388","D","Required when used by the UMO to render a medical decision. If not required by this implementation guide, do not send."
"D","278-A3","7","0840","TOO","03","C005","03","","","2","0840","5521","","Use code values from TOO03-1."
"D","278-A3","7","0840","TOO","03","C005","03","","","2","0840","","F","Tooth Surface Code"
"D","278-A3","7","0840","TOO","03","C005","04","","","2","0840","5388","D","Required when used by the UMO to render a medical decision. If not required by this implementation guide, do not send."
"D","278-A3","7","0840","TOO","03","C005","04","","","2","0840","5521","","Use code values from TOO03-1."
"D","278-A3","7","0840","TOO","03","C005","04","","","2","0840","","F","Tooth Surface Code"
"D","278-A3","7","0840","TOO","03","C005","05","","","2","0840","5388","D","Required when used by the UMO to render a medical decision. If not required by this implementation guide, do not send."
"D","278-A3","7","0840","TOO","03","C005","05","","","2","0840","5521","","Use code values from TOO03-1."
"D","278-A3","7","0840","TOO","03","C005","05","","","2","0840","","F","Tooth Surface Code"
"B","278-A3","7","0900","","","","","","","2","0900","5145","","Required when the UMO authorizes services that have a specific pattern of delivery and the pattern of delivery or usage for this service is different from the pattern of delivery or usage (HSD) in the Patient Event (Loop 2000E or when identifying the number of medical services reservations remaining. If not required by this implementation guide, do not send."
"B","278-A3","7","0900","","","","","","","2","0900","5291","E","HSD*VS*1*DA*1*7*10~ (This indicates ""1 visit every (per) 1 day (daily) for 10 days"".)"
"B","278-A3","7","0900","","","","","","","2","0900","5292","E","HSD*VS*1*DA****W~ (This indicates ""1 visit per day whenever necessary"".)"
"B","278-A3","7","0900","","","","","","","2","0900","5522","","An explanation of the uses of this segment or delivery pattern is as follows.<R><R>HSD01 qualifies HSD02: If the value in HSD02=1 and the value in HSD01=VS (Visits), this means ""one visit"".<R> Between HSD02 and HSD03 verbally insert a ""per every"".<R> HSD03 qualifies HSD04: If the value in HSD04=3 and the value in HSD03=DA (Day), this means ""three days"". Between HSD04 and HSD05 verbally insert a ""for"". HSD05 qualifies HSD06: If the value in HSD06=21 and the value in HSD05=7 (Days), this means ""21 days"".<R>The total message reads:<R>HSD*VS*1*DA*3*7*21~ = ""One visit per every three days for 21 days"".<R><R> Another similar data string of HSD*VS*2*DA*4*7*20~ = ""Two visits per every four days for 20 days"".<R><R> An alternate way to use HSD is to employ HSD07 and/or HSD08. A data string of HSD*VS*1*****SX*D~ means ""1 visit on Wednesday and Thursday morning""."
"B","278-A3","7","0900","","","","","","","2","0900","5523","","An explanation of the use of this segment for identifying the number of medical service reservations remaining is as follows:<R><R>HSD05 qualifies HSD06. If the value in HSD06=5 and the value in HSD05=29, this means there are 5 service reservations remaining."
"B","278-A3","7","0900","","","","","","","2","0900","5524","E","HSD*****29*5~"
"B","278-A3","7","0900","","","","","","","2","0900","","A","Health Care Services Delivery"
"C","278-A3","7","0900","HSD","01","","","","","2","0900","5495","D","Required when the pattern of delivery has quantity of services authorized. If not required by this implementation guide, do not send."
"C","278-A3","7","0900","HSD","01","","","","","2","0900","","F","Quantity Qualifier"
"C","278-A3","7","0900","HSD","02","","","","","2","0900","5027","B","Service Quantity"
"C","278-A3","7","0900","HSD","02","","","","","2","0900","5495","D","Required when the pattern of delivery has quantity of services authorized. If not required by this implementation guide, do not send."
"C","278-A3","7","0900","HSD","02","","","","","2","0900","","F","Service Unit Count"
"C","278-A3","7","0900","HSD","03","","","","","2","0900","5409","D","Required when HSD04 is valued to qualify the time frame in which the quantity of services (HSD02) will be rendered. If not required by this implementation guide, do not send."
"C","278-A3","7","0900","HSD","03","","","","","2","0900","","F","Unit or Basis for Measurement Code"
"C","278-A3","7","0900","HSD","04","","","","","2","0900","5435","D","Required when the UMO authorizes services which must be rendered within a specific time frame. If not required by this implementation guide, do not send."
"C","278-A3","7","0900","HSD","04","","","","","2","0900","","F","Sample Selection Modulus"
"C","278-A3","7","0900","HSD","05","","","","","2","0900","5436","D","Required when the UMO authorizes services which can be continued for a specific time period. If not required by this implementation guide, do not send."
"C","278-A3","7","0900","HSD","05","","","","","2","0900","","F","Time Period Qualifier"
"C","278-A3","7","0900","HSD","06","","","","","2","0900","5436","D","Required when the UMO authorizes services which can be continued for a specific time period. If not required by this implementation guide, do not send."
"C","278-A3","7","0900","HSD","06","","","","","2","0900","","F","Period Count"
"C","278-A3","7","0900","HSD","07","","","","","2","0900","5437","D","Required when the UMO authorizes a specific calendar delivery pattern for the service. If not required by this implementation guide, do not send."
"C","278-A3","7","0900","HSD","07","","","","","2","0900","","F","Delivery Frequency Code"
"C","278-A3","7","0900","HSD","08","","","","","2","0900","5438","D","Required when the UMO authorizes a specific time delivery pattern for the service. If not required by this implementation guide, do not send."
"C","278-A3","7","0900","HSD","08","","","","","2","0900","","F","Delivery Pattern Time Code"
"B","278-A3","7","1550","","","","","","","2","1550","5234","","If the UMO has pended the decision on this health care services review request (HCR01 = A4) because additional medical necessity information is required (HCR03 = 90), the UMO uses this segment to identify the type of documentation needed such as forms that the provider must complete. The UMO can also indicate what medium it has used to send these forms."
"B","278-A3","7","1550","","","","","","","2","1550","5238","E","PWK*OB*BM***AC*DMN0012~"
"B","278-A3","7","1550","","","","","","","2","1550","5277","A","Additional Service Information"
"B","278-A3","7","1550","","","","","","","2","1550","5278","","Required when the UMO needs to request additional information that applies to the service(s) requested in this Service loop. If not required by this implementation guide, do not send."
"B","278-A3","7","1550","","","","","","","2","1550","5279","","Additional information requested at the Service level should apply to a specific service and/or all the services requested in this service loop."
"B","278-A3","7","1550","","","","","","","2","1550","5236","","This PWK segment is required to identify requests for specific data that are sent electronically (PWK02 = EL) but are transmitted in another X12 functional group rather than by paper or using LOINC in the HI segments of the response. PWK06 is used to identify the attached electronic questionnaire. The number in PWK06 should be referenced in the corresponding electronic attachment."
"B","278-A3","7","1550","","","","","","","2","1550","5288","","This PWK segment should not be used if
a. the requester should have provided the information within the 278 request (ST-SE) but failed to do so. In this case the UMO should use the AAA segments in the 278 response to indicate the data that is missing or invalid.<R>
b. the 278 request (ST-SE) does not support this information and the needed information pertains to all the services requested and not to a specific service. Use the PWK segment at the Patient Event level (Loop 2000E) if requesting medical necessity information that applies to all the services requested.<R>
Refer to Section 2.5 for more information on using this segment."
"C","278-A3","7","1550","PWK","01","","","","","2","1550","","F","Attachment Report Type Code"
"E","278-A3","7","1550","PWK","01","","","755","07","2","1550","5239","","Expected outcomes of rehabilitative services."
"E","278-A3","7","1550","PWK","01","","","755","55","2","1550","5240","","Use for medical or dental equipment rental."
"E","278-A3","7","1550","PWK","01","","","755","AM","2","1550","5241","","Information to support necessity of ambulance trip."
"E","278-A3","7","1550","PWK","01","","","755","AS","2","1550","5242","","A brief patient summary; it lists the patient's chief complaints and the reasons for admitting the patient to the hospital."
"E","278-A3","7","1550","PWK","01","","","755","AT","2","1550","5243","","Use for purchase of medical or dental equipment."
"E","278-A3","7","1550","PWK","01","","","755","CB","2","1550","5244","","Lists the reasons chiropractic is just and appropriate treatment."
"C","278-A3","7","1550","PWK","02","","","","","2","1550","","F","Report Transmission Code"
"E","278-A3","7","1550","PWK","02","","","756","EL","2","1550","5245","","Use to indicate that attachment is being transmitted in a separate X12 functional group."
"E","278-A3","7","1550","PWK","02","","","756","VO","2","1550","5246","","Use this for voicemail or phone communication."
"C","278-A3","7","1550","PWK","05","","","","","2","1550","5525","D","Required when PWK02 equals BM, EL, EM or FX. If not required by this implementation guide, may be provided at the sender's discretion but cannot be required by the receiver."
"C","278-A3","7","1550","PWK","05","","","","","2","1550","","F","Identification Code Qualifier"
"C","278-A3","7","1550","PWK","06","","","","","2","1550","5525","D","Required when PWK02 equals BM, EL, EM or FX. If not required by this implementation guide, may be provided at the sender's discretion but cannot be required by the receiver."
"C","278-A3","7","1550","PWK","06","","","","","2","1550","","F","Attachment Control Number"
"C","278-A3","7","1550","PWK","07","","","","","2","1550","5497","D","Required when additional information requested cannot be requested using a LOINC code or other codified information within this transaction. If not required by this implementation guide, do not send."
"C","278-A3","7","1550","PWK","07","","","","","2","1550","","F","Attachment Description"
"B","278-A3","7","1600","","","","","","","2","1600","5174","E","MSG*This is a free-form text message~"
"B","278-A3","7","1600","","","","","","","2","1600","5439","","Required when it is necessary to send additional information about the Service which could not otherwise be codified within the 2000F Loop. If not required by this implementation guide, do not send."
"B","278-A3","7","1600","","","","","","","2","1600","","A","Message Text"
"C","278-A3","7","1600","MSG","01","","","","","2","1600","","F","Free Form Message Text"
"B","278-A3","7","1610","","","","","","","2","1700","4954","E","NM1*SJ*1*WATSON*SUSAN****34*987654321~"
"B","278-A3","7","1610","","","","","","","2","1700","5016","A","Service Provider Name"
"B","278-A3","7","1610","","","","","","","2","1700","5119","","Use this segment to convey the name and identification number of the service provider (person, group, or facility) or to identify the specialty entity."
"B","278-A3","7","1610","","","","","","","2","1700","5440","","Required when valued on the request or when the UMO authorizes a specific provider or specialty entity for this service. If not required by this implementation guide, do not send."
"C","278-A3","7","1610","NM1","01","","","","","2","1700","","F","Entity Identifier Code"
"C","278-A3","7","1610","NM1","02","","","","","2","1700","","F","Entity Type Qualifier"
"C","278-A3","7","1610","NM1","03","","","","","2","1700","5440","D","Required when valued on the request or when the UMO authorizes a specific provider or specialty entity for this service. If not required by this implementation guide, do not send."
"C","278-A3","7","1610","NM1","03","","","","","2","1700","","F","Service Provider Last or Organization Name"
"C","278-A3","7","1610","NM1","04","","","","","2","1700","5499","D","Required when NM103 is valued and NM102 = 1. If not required by this implementation guide, do not send."
"C","278-A3","7","1610","NM1","04","","","","","2","1700","","F","Service Provider First Name"
"C","278-A3","7","1610","NM1","05","","","","","2","1700","5448","D","Required when NM104 is present and the middle name/initial of the person is known. If not required by this implementation guide, do not send."
"C","278-A3","7","1610","NM1","05","","","","","2","1700","","F","Service Provider Middle Name"
"C","278-A3","7","1610","NM1","06","","","","","2","1700","5500","D","Required when the UMO uses military title or rank to further identify the individual provider. If not required by this implementation guide, do not send."
"C","278-A3","7","1610","NM1","06","","","","","2","1700","","F","Service Provider Name Prefix"
"C","278-A3","7","1610","NM1","07","","","","","2","1700","5417","D","Required when the UMO uses the name suffix to further identify the individual provider. If not required by this implementation guide, do not send."
"C","278-A3","7","1610","NM1","07","","","","","2","1700","","F","Service Provider Name Suffix"
"C","278-A3","7","1610","NM1","08","","","","","2","1700","5441","D","Required when valued on the request or when the UMO authorizes a specific provider or specialty entity for this service by provider ID. If not required by this implementation guide, do not send."
"C","278-A3","7","1610","NM1","08","","","","","2","1700","","F","Identification Code Qualifier"
"E","278-A3","7","1610","NM1","08","","","66","XX","2","1700","5549","","Required for providers on or after the mandated HIPAA National Provider Identifier (NPI) implementation date when the provider has an NPI and it is available to the UMO.
OR
Required for providers before the mandated HIPAA NPI implementation date when the provider has an NPI and the UMO has the capability to send it.
If not required by this implementation guide, do not send."
"C","278-A3","7","1610","NM1","09","","","","","2","1700","5441","D","Required when valued on the request or when the UMO authorizes a specific provider or specialty entity for this service by provider ID. If not required by this implementation guide, do not send."
"C","278-A3","7","1610","NM1","09","","","","","2","1700","","F","Service Provider Identifier"
"B","278-A3","7","1620","","","","","","","2","1800","4955","E","REF*1G*123456~"
"B","278-A3","7","1620","","","","","","","2","1800","5017","A","Service Provider Supplemental Identification"
"B","278-A3","7","1620","","","","","","","2","1800","5442","","Required when used by the UMO to identify the Service Provider. If not required by this implementation guide, do not send."
"B","278-A3","7","1620","","","","","","","2","1800","5477","","Use the NM1 segment for the primary identifier."
"C","278-A3","7","1620","REF","01","","","","","2","1800","","F","Reference Identification Qualifier"
"E","278-A3","7","1620","REF","01","","","128","EI","2","1800","5092","","Not used if NM108 = 24."
"E","278-A3","7","1620","REF","01","","","128","SY","2","1800","5120","","The social security number must not be used for any Federally administered programs such as Medicare or CHAMPUS. Not used if NM108 = 34."
"E","278-A3","7","1620","REF","01","","","128","ZH","2","1800","5121","","Use for the provider ID as assigned by the UMO identified in Loop 2000A."
"C","278-A3","7","1620","REF","02","","","","","2","1800","","F","Service Provider Supplemental Identifier"
"C","278-A3","7","1620","REF","03","","","","","2","1800","5526","D","Required when REF01 = 0B to report the two character state ID of the state assigning the State License Number. If not required by this implementation guide, do not send."
"C","278-A3","7","1620","REF","03","","","","","2","1800","5527","","See code source 22: State and Outlying Areas of the US."
"C","278-A3","7","1620","REF","03","","","","","2","1800","","F","License Number State Code"
"B","278-A3","7","1630","","","","","","","2","2000","4956","E","N3*77 HOLLY BLVD~"
"B","278-A3","7","1630","","","","","","","2","2000","5018","A","Service Provider Address"
"B","278-A3","7","1630","","","","","","","2","2000","5443","","Required when the UMO authorizes a specific location for a service provider that has multiple locations. If not required by this implementation guide, do not send."
"C","278-A3","7","1630","N3","01","","","","","2","2000","5122","","Use this element for the first line of the service provider's address."
"C","278-A3","7","1630","N3","01","","","","","2","2000","","F","Service Provider Address Line"
"C","278-A3","7","1630","N3","02","","","","","2","2000","5386","D","Required when a second address lines exists. If not required by this implementation guide, do not send."
"C","278-A3","7","1630","N3","02","","","","","2","2000","","F","Service Provider Address Line"
"B","278-A3","7","1640","","","","","","","2","2100","5528","E","N4*KANSAS CITY*MO*64108~"
"B","278-A3","7","1640","","","","","","","2","2100","5555","A","Service Provider City, State, ZIP Code"
"B","278-A3","7","1640","","","","","","","2","2100","5556","","Required when the UMO authorizes a specific location for a service provider that has multiple locations. If not required by this implementation guide, do not send."
"C","278-A3","7","1640","N4","01","","","","","2","2100","","F","Service Provider City Name"
