"A","278-A1","","","","","","","","","","","4256","","It is required that separate transaction sets be used for different patients."
"D","278-A1","7","0810","SV1","01","C003","06","","","2","0810","4848","D","Required when additional clarification to the associated procedure code for which authorization is being requested. If not required by this implementation guide, do not send."
"D","278-A1","7","0810","SV1","01","C003","06","","","2","0810","","F","Procedure Modifier"
"D","278-A1","7","0810","SV1","01","C003","07","","","2","0810","4661","D","Required when the provider needs to convey additional clarification to miscellaneous, unspecified, or non descriptive procedures or modifiers. If not required by this implementation guide, may be provider at the sender's discretion but cannot be required by the receiver."
"D","278-A1","7","0810","SV1","01","C003","07","","","2","0810","","F","Procedure Code Description"
"D","278-A1","7","0810","SV1","01","C003","08","","","2","0810","4849","D","Required when the requester cannot determine the intensity or complexity of the service to be performed and therefore requires authorization for a range of procedures. If not required by this implementation guide, do not send."
"D","278-A1","7","0810","SV1","01","C003","08","","","2","0810","4850","","Use SV101-2 to represent the beginning value in a procedure range and this data element to represent the ending value in a range of codes."
"D","278-A1","7","0810","SV1","01","C003","08","","","2","0810","","F","Procedure Code"
"C","278-A1","7","0810","SV1","02","","","","","2","0810","4600","D","Required when the procedure charge amount is necessary to approve a monetary limitation for the health care services requests. If not required by this implementation guide, do not send."
"C","278-A1","7","0810","SV1","02","","","","","2","0810","","F","Service Line Amount"
"C","278-A1","7","0810","SV1","03","","","","","2","0810","4662","D","Required when service units were not provided in the HSD segment and a specific number of services are being requested for this procedure. If not required by this implementation guide, do not send."
"C","278-A1","7","0810","SV1","03","","","","","2","0810","","F","Unit or Basis for Measurement Code"
"E","278-A1","7","0810","SV1","03","","","355","F2","2","0810","4601","","International Unit is used to indicate dosage amount. Dosage amount is only used for drug claims when the dosage of the drug is variable within a single NDC number (e.g., blood factors)."
"C","278-A1","7","0810","SV1","04","","","","","2","0810","4662","D","Required when service units were not provided in the HSD segment and a specific number of services are being requested for this procedure. If not required by this implementation guide, do not send."
"C","278-A1","7","0810","SV1","04","","","","","2","0810","","F","Service Unit Count"
"C","278-A1","7","0810","SV1","07","","","","","2","0810","4602","B","Diagnosis Code Pointer"
"C","278-A1","7","0810","SV1","07","","","","","2","0810","4851","D","Required when this procedure relates to a specific diagnosis reported in HI Loop 2000E to point to the specific diagnosis. If not required by the implementation, do not send."
"C","278-A1","7","0810","SV1","07","","","","","2","0810","4852","","Acceptable values are 1 through 12."
"C","278-A1","7","0810","SV1","07","","","","","2","0810","4853","","If no diagnosis pointer is provided, then this procedure applies to all diagnosis."
"D","278-A1","7","0810","SV1","07","C004","01","","","2","0810","","F","Diagnosis Code Pointer"
"D","278-A1","7","0810","SV1","07","C004","02","","","2","0810","4603","","Use this pointer for the second diagnosis code pointer."
"D","278-A1","7","0810","SV1","07","C004","02","","","2","0810","4854","D","Required when procedure is related to more than one diagnosis. If not required by this implementation guide, do not send."
"D","278-A1","7","0810","SV1","07","C004","02","","","2","0810","","F","Diagnosis Code Pointer"
"D","278-A1","7","0810","SV1","07","C004","03","","","2","0810","4604","","Use this pointer for the third diagnosis code pointer."
"D","278-A1","7","0810","SV1","07","C004","03","","","2","0810","4855","D","Required when procedure is related to more than two diagnoses. If not required by this implementation guide, do not send."
"D","278-A1","7","0810","SV1","07","C004","03","","","2","0810","","F","Diagnosis Code Pointer"
"D","278-A1","7","0810","SV1","07","C004","04","","","2","0810","4605","","Use this pointer for the fourth diagnosis code pointer."
"D","278-A1","7","0810","SV1","07","C004","04","","","2","0810","4856","D","Required when procedure is related to more than three diagnoses. If not required by this implementation guide, do not send."
"D","278-A1","7","0810","SV1","07","C004","04","","","2","0810","","F","Diagnosis Code Pointer"
"C","278-A1","7","0810","SV1","11","","","","","2","0810","4663","D","Required when the requested service is based on EPSDT. If not required by this implementation guide, do not send."
"C","278-A1","7","0810","SV1","11","","","","","2","0810","","F","EPSDT Indicator"
"C","278-A1","7","0810","SV1","20","","","","","2","0810","4738","D","Required when needed to further clarify the level of care in which a patient resides. If not required by this implementation guide, do not send."
"C","278-A1","7","0810","SV1","20","","","","","2","0810","","F","Nursing Home Level of Care"
"B","278-A1","7","0820","","","","","","","2","0820","4606","A","Institutional Service Line"
"B","278-A1","7","0820","","","","","","","2","0820","4607","E","SV2*300*HC:80019*73.42*UN*1~"
"B","278-A1","7","0820","","","","","","","2","0820","4608","E","SV2*120**1500*DA*5*300~"
"B","278-A1","7","0820","","","","","","","2","0820","4739","","Required when requesting a specific Institutional Service or requesting a specific Revenue Code for the Institutional Service. If not required by this implementation guide, do not send."
"C","278-A1","7","0820","SV2","01","","","","","2","0820","4609","","See Code Source 132: National Uniform Billing Committee (NUBC) Codes."
"C","278-A1","7","0820","SV2","01","","","","","2","0820","4664","D","Required when requesting approval on a revenue code. If not required by this implementation guide, do not send."
"C","278-A1","7","0820","SV2","01","","","","","2","0820","","F","Service Line Revenue Code"
"C","278-A1","7","0820","SV2","02","","","","","2","0820","4757","D","Required when requesting approval for a specific procedure code. If not required by this implementation guide, do not send."
"D","278-A1","7","0820","SV2","02","C003","01","","","2","0820","","F","Product or Service ID Qualifier"
"E","278-A1","7","0820","SV2","02","C003","01","235","HC","2","0820","4737","","This code is required when reporting CPT codes and Level 1 HCPCS codes.
Because the AMA's CPT codes are also level 1 HCPCS codes, they are reported under HC."
"E","278-A1","7","0820","SV2","02","C003","01","235","IV","2","0820","4891","","This code set is not allowed for use under HIPAA at the time of this writing. Use only in non-HIPAA implementations."
"E","278-A1","7","0820","SV2","02","C003","01","235","WK","2","0820","4892","","This code set is not allowed for use under HIPAA at the time of this writing. The qualifier can only be used:
If a new rule names the Complimentary, Alternative, or Holistic Procedure Codes as an allowable code set under HIPAA, 
OR
The Secretary grants an exception to use the code set as a pilot project as allowed under the law, 
OR
For service reviews which are not covered under HIPAA."
"E","278-A1","7","0820","SV2","02","C003","01","235","ZZ","2","0820","4927","","Use this code when reporting ICD-10-PCS. This code can only be used if mandated by HIPAA or for services not covered under HIPAA.<R><R>CODE SOURCE: 896 International Classification of Diseases, 10th Revision, Procedure Coding System (ICD-10-PCS)"
"D","278-A1","7","0820","SV2","02","C003","02","","","2","0820","","F","Procedure Code"
"D","278-A1","7","0820","SV2","02","C003","03","","","2","0820","4610","B","HCPCS Modifier 1"
"D","278-A1","7","0820","SV2","02","C003","03","","","2","0820","4848","D","Required when additional clarification to the associated procedure code for which authorization is being requested. If not required by this implementation guide, do not send."
"D","278-A1","7","0820","SV2","02","C003","03","","","2","0820","4857","","Use this data element for the first procedure code modifier."
"D","278-A1","7","0820","SV2","02","C003","03","","","2","0820","","F","Procedure Modifier"
"D","278-A1","7","0820","SV2","02","C003","04","","","2","0820","4611","B","HCPCS Modifier 2"
"D","278-A1","7","0820","SV2","02","C003","04","","","2","0820","4848","D","Required when additional clarification to the associated procedure code for which authorization is being requested. If not required by this implementation guide, do not send."
"D","278-A1","7","0820","SV2","02","C003","04","","","2","0820","4858","","Use this data element for the second procedure code modifier."
"D","278-A1","7","0820","SV2","02","C003","04","","","2","0820","","F","Procedure Modifier"
"D","278-A1","7","0820","SV2","02","C003","05","","","2","0820","4612","B","HCPCS Modifier 3"
"D","278-A1","7","0820","SV2","02","C003","05","","","2","0820","4848","D","Required when additional clarification to the associated procedure code for which authorization is being requested. If not required by this implementation guide, do not send."
"D","278-A1","7","0820","SV2","02","C003","05","","","2","0820","4859","","Use this data element for the third procedure code modifier."
"D","278-A1","7","0820","SV2","02","C003","05","","","2","0820","","F","Procedure Modifier"
"D","278-A1","7","0820","SV2","02","C003","06","","","2","0820","4613","B","HCPCS Modifier 4"
"D","278-A1","7","0820","SV2","02","C003","06","","","2","0820","4848","D","Required when additional clarification to the associated procedure code for which authorization is being requested. If not required by this implementation guide, do not send."
"D","278-A1","7","0820","SV2","02","C003","06","","","2","0820","4860","","Use this data element for the fourth procedure code modifier."
"D","278-A1","7","0820","SV2","02","C003","06","","","2","0820","","F","Procedure Modifier"
"D","278-A1","7","0820","SV2","02","C003","07","","","2","0820","4665","D","Required when the provider needs to convey additional clarification to miscellaneous, unspecified, or non descriptive procedures or modifiers. If not required by this implementation guide, may be provider at the sender's discretion but cannot be required by the receiver."
"D","278-A1","7","0820","SV2","02","C003","07","","","2","0820","","F","Procedure Code Description"
"D","278-A1","7","0820","SV2","02","C003","08","","","2","0820","4849","D","Required when the requester cannot determine the intensity or complexity of the service to be performed and therefore requires authorization for a range of procedures. If not required by this implementation guide, do not send."
"D","278-A1","7","0820","SV2","02","C003","08","","","2","0820","4861","","Use SV202-2 to represent the beginning value in the procedure range and this data element to represent the ending value in a range of codes."
"D","278-A1","7","0820","SV2","02","C003","08","","","2","0820","","F","Procedure Code"
"C","278-A1","7","0820","SV2","03","","","","","2","0820","4862","D","Required when the procedure charge amount is necessary to approve a monetary limitation for the health care services requests. If not required by this implementation guide, do not send."
"C","278-A1","7","0820","SV2","03","","","","","2","0820","","F","Service Line Amount"
"C","278-A1","7","0820","SV2","04","","","","","2","0820","4662","D","Required when service units were not provided in the HSD segment and a specific number of services are being requested for this procedure. If not required by this implementation guide, do not send."
"C","278-A1","7","0820","SV2","04","","","","","2","0820","","F","Unit or Basis for Measurement Code"
"E","278-A1","7","0820","SV2","04","","","355","F2","2","0820","4614","","Dosage amount is only used for drug claims when the dosage of the drug is variable within a single NDC number (e.g. blood factors)."
"C","278-A1","7","0820","SV2","05","","","","","2","0820","4662","D","Required when service units were not provided in the HSD segment and a specific number of services are being requested for this procedure. If not required by this implementation guide, do not send."
"C","278-A1","7","0820","SV2","05","","","","","2","0820","","F","Service Unit Count"
"C","278-A1","7","0820","SV2","06","","","","","2","0820","4758","D","Required when SV201 is valued and accommodation rate is necessary to approve a monetary limitation for the health care services requests. If not required by this implementation guide, do not send."
"C","278-A1","7","0820","SV2","06","","","","","2","0820","","F","Service Line Rate"
"C","278-A1","7","0820","SV2","09","","","","","2","0820","4666","D","Required when the Health Care Services Review Request is for Long Term Care. If not required by this implementation guide, do not send."
"C","278-A1","7","0820","SV2","09","","","","","2","0820","","F","Nursing Home Residential Status Code"
"C","278-A1","7","0820","SV2","10","","","","","2","0820","4780","D","Required when needed to further clarify the level of care being requested for admission to a nursing facility, or when the request is for non-nursing facility and the level of care in which the patient resides is needed. If not required by this implementation guide, do not send."
"C","278-A1","7","0820","SV2","10","","","","","2","0820","","F","Nursing Home Level of Care"
"B","278-A1","7","0830","","","","","","","2","0830","4615","E","SV3*AD:D2150*80****1~"
"B","278-A1","7","0830","","","","","","","2","0830","4674","","Required when requesting a specific Dental Service. If not required by this implementation guide, do not send."
"B","278-A1","7","0830","","","","","","","2","0830","","A","Dental Service"
"D","278-A1","7","0830","SV3","01","C003","01","","","2","0830","","F","Product or Service ID Qualifier"
"E","278-A1","7","0830","SV3","01","C003","01","235","AD","2","0830","4616","","CDT = Current Dental Terminology"
"D","278-A1","7","0830","SV3","01","C003","02","","","2","0830","","F","Procedure Code"
"D","278-A1","7","0830","SV3","01","C003","03","","","2","0830","4848","D","Required when additional clarification to the associated procedure code for which authorization is being requested. If not required by this implementation guide, do not send."
"D","278-A1","7","0830","SV3","01","C003","03","","","2","0830","4857","","Use this data element for the first procedure code modifier."
"D","278-A1","7","0830","SV3","01","C003","03","","","2","0830","4617","","A modifier must be from code source 135 (American Dental Association) found in the `Code on Dental Procedures and Nomenclature', if such modifier is available."
"D","278-A1","7","0830","SV3","01","C003","03","","","2","0830","","F","Procedure Modifier"
"D","278-A1","7","0830","SV3","01","C003","04","","","2","0830","4848","D","Required when additional clarification to the associated procedure code for which authorization is being requested. If not required by this implementation guide, do not send."
"D","278-A1","7","0830","SV3","01","C003","04","","","2","0830","4858","","Use this data element for the second procedure code modifier."
"D","278-A1","7","0830","SV3","01","C003","04","","","2","0830","4617","","A modifier must be from code source 135 (American Dental Association) found in the `Code on Dental Procedures and Nomenclature', if such modifier is available."
"D","278-A1","7","0830","SV3","01","C003","04","","","2","0830","","F","Procedure Modifier"
"D","278-A1","7","0830","SV3","01","C003","05","","","2","0830","4618","B","Procedure Code Modifier"
"D","278-A1","7","0830","SV3","01","C003","05","","","2","0830","4848","D","Required when additional clarification to the associated procedure code for which authorization is being requested. If not required by this implementation guide, do not send."
"D","278-A1","7","0830","SV3","01","C003","05","","","2","0830","4859","","Use this data element for the third procedure code modifier."
"D","278-A1","7","0830","SV3","01","C003","05","","","2","0830","4617","","A modifier must be from code source 135 (American Dental Association) found in the `Code on Dental Procedures and Nomenclature', if such modifier is available."
"D","278-A1","7","0830","SV3","01","C003","05","","","2","0830","","F","Procedure Modifier"
"D","278-A1","7","0830","SV3","01","C003","06","","","2","0830","4618","B","Procedure Code Modifier"
"D","278-A1","7","0830","SV3","01","C003","06","","","2","0830","4848","D","Required when additional clarification to the associated procedure code for which authorization is being requested. If not required by this implementation guide, do not send."
"D","278-A1","7","0830","SV3","01","C003","06","","","2","0830","4860","","Use this data element for the fourth procedure code modifier."
"D","278-A1","7","0830","SV3","01","C003","06","","","2","0830","4617","","A modifier must be from code source 135 (American Dental Association) found in the `Code on Dental Procedures and Nomenclature', if such modifier is available."
"D","278-A1","7","0830","SV3","01","C003","06","","","2","0830","","F","Procedure Modifier"
"D","278-A1","7","0830","SV3","01","C003","07","","","2","0830","4667","D","Required when the service request is for a ""Not Otherwise Classified"" (NOC) or ""By Report"" procedure code or to report the following information on this service line: Date of Initial Impression, Date of Initial Preparation Crown, Initial Preparation Crown Tooth Number, or Initial Endodontic Treatment. If not required by this implementation guide, do not send."
"D","278-A1","7","0830","SV3","01","C003","07","","","2","0830","","F","Procedure Code Description"
"D","278-A1","7","0830","SV3","01","C003","08","","","2","0830","4849","D","Required when the requester cannot determine the intensity or complexity of the service to be performed and therefore requires authorization for a range of procedures. If not required by this implementation guide, do not send."
"D","278-A1","7","0830","SV3","01","C003","08","","","2","0830","4863","","Use SV301-2 to represent the beginning value in the procedure range and this data element to represent the ending value in a range of codes."
"D","278-A1","7","0830","SV3","01","C003","08","","","2","0830","","F","Procedure Code"
"C","278-A1","7","0830","SV3","02","","","","","2","0830","4864","D","Required when the usual and customary cost is necessary to approve a monetary limitation for the health care services requests. If not required by this implementation guide, do not send."
"C","278-A1","7","0830","SV3","02","","","","","2","0830","","F","Service Line Amount"
"C","278-A1","7","0830","SV3","04","","","","","2","0830","4619","D","Required when necessary to report areas of the mouth that are being treated. If not required by this implementation guide, do not send."
"D","278-A1","7","0830","SV3","04","C006","01","","","2","0830","4624","","Code source 135: American Dental Association Codes"
"D","278-A1","7","0830","SV3","04","C006","01","","","2","0830","","F","Oral Cavity Designation Code"
"D","278-A1","7","0830","SV3","04","C006","02","","","2","0830","4624","","Code source 135: American Dental Association Codes"
"D","278-A1","7","0830","SV3","04","C006","02","","","2","0830","4865","D","Required when needed to identify additional oral cavity designation codes. If not required by this implementation guide, do not send."
"D","278-A1","7","0830","SV3","04","C006","02","","","2","0830","","F","Oral Cavity Designation Code"
"D","278-A1","7","0830","SV3","04","C006","03","","","2","0830","4624","","Code source 135: American Dental Association Codes"
"D","278-A1","7","0830","SV3","04","C006","03","","","2","0830","4865","D","Required when needed to identify additional oral cavity designation codes. If not required by this implementation guide, do not send."
"D","278-A1","7","0830","SV3","04","C006","03","","","2","0830","","F","Oral Cavity Designation Code"
"D","278-A1","7","0830","SV3","04","C006","04","","","2","0830","4624","","Code source 135: American Dental Association Codes"
"D","278-A1","7","0830","SV3","04","C006","04","","","2","0830","4865","D","Required when needed to identify additional oral cavity designation codes. If not required by this implementation guide, do not send."
"D","278-A1","7","0830","SV3","04","C006","04","","","2","0830","","F","Oral Cavity Designation Code"
"D","278-A1","7","0830","SV3","04","C006","05","","","2","0830","4624","","Code source 135: American Dental Association Codes"
"D","278-A1","7","0830","SV3","04","C006","05","","","2","0830","4865","D","Required when needed to identify additional oral cavity designation codes. If not required by this implementation guide, do not send."
"D","278-A1","7","0830","SV3","04","C006","05","","","2","0830","","F","Oral Cavity Designation Code"
"C","278-A1","7","0830","SV3","05","","","","","2","0830","4620","D","Required when needed to indicate the placement status of the prosthetic for this service. If not required by this implementation guide, do not send."
"C","278-A1","7","0830","SV3","05","","","","","2","0830","","F","Prosthesis, Crown, or Inlay Code"
"C","278-A1","7","0830","SV3","06","","","","","2","0830","4621","","Number of procedures"
"C","278-A1","7","0830","SV3","06","","","","","2","0830","","F","Service Unit Count"
"C","278-A1","7","0830","SV3","07","","","","","2","0830","4668","D","Required when necessary to describe the reason for replacement. If not required by this implementation guide, do not send."
"C","278-A1","7","0830","SV3","07","","","","","2","0830","","F","Description"
"B","278-A1","7","0840","","","","","","","2","0840","4622","A","Tooth Information"
"B","278-A1","7","0840","","","","","","","2","0840","4623","E","TOO*JP*12*L:O~"
"B","278-A1","7","0840","","","","","","","2","0840","4888","","Required when SV3 is valued and it is necessary to report tooth number and/or tooth surface. If not required by this implementation guide, do not send."
"C","278-A1","7","0840","TOO","01","","","","","2","0840","","F","Code List Qualifier Code"
"C","278-A1","7","0840","TOO","02","","","","","2","0840","4624","","Code source 135: American Dental Association Codes"
"C","278-A1","7","0840","TOO","02","","","","","2","0840","","F","Tooth Code"
"C","278-A1","7","0840","TOO","03","","","","","2","0840","4625","D","Required when reporting tooth surface as defined by the procedure code. If not required by this implementation guide, do not send."
"D","278-A1","7","0840","TOO","03","C005","01","","","2","0840","","F","Tooth Surface Code"
"D","278-A1","7","0840","TOO","03","C005","02","","","2","0840","4626","D","Required when necessary to report a second tooth surface. If not required by this implementation guide, do not send."
"D","278-A1","7","0840","TOO","03","C005","02","","","2","0840","4866","","Use code values from TOO03-1."
"D","278-A1","7","0840","TOO","03","C005","02","","","2","0840","","F","Tooth Surface Code"
"D","278-A1","7","0840","TOO","03","C005","03","","","2","0840","4627","D","Required when necessary to report a third tooth surface. If not required by this implementation guide, do not send."
"D","278-A1","7","0840","TOO","03","C005","03","","","2","0840","4866","","Use code values from TOO03-1."
"D","278-A1","7","0840","TOO","03","C005","03","","","2","0840","","F","Tooth Surface Code"
"D","278-A1","7","0840","TOO","03","C005","04","","","2","0840","4628","D","Required when necessary to report a fourth tooth surface. If not required by this implementation guide, do not send."
"D","278-A1","7","0840","TOO","03","C005","04","","","2","0840","4866","","Use code values from TOO03-1."
"D","278-A1","7","0840","TOO","03","C005","04","","","2","0840","","F","Tooth Surface Code"
"D","278-A1","7","0840","TOO","03","C005","05","","","2","0840","4629","D","Required when necessary to report a fifth tooth surface. If not required by this implementation guide, do not send."
"D","278-A1","7","0840","TOO","03","C005","05","","","2","0840","4866","","Use code values from TOO03-1."
"D","278-A1","7","0840","TOO","03","C005","05","","","2","0840","","F","Tooth Surface Code"
"B","278-A1","7","0900","","","","","","","2","0900","4523","E","HSD*VS*1*DA*1*7*10~ (This indicates ""1 visit every (per) 1 day (daily) for 10 days"".)"
"B","278-A1","7","0900","","","","","","","2","0900","4524","E","HSD*VS*1*DA****W~ (This indicates ""1 visit per day whenever necessary"".)"
"B","278-A1","7","0900","","","","","","","2","0900","4536","","An explanation of the uses of this segment follows.<R>
HSD01 qualifies HSD02: If the value in HSD02=1 and the value in HSD01=VS (Visits), this means ""one visit"".
Between HSD02 and HSD03 verbally insert a ""per every"".
HSD03 qualifies HSD04: If the value in HSD04=3 and the value in HSD03=DA (Day), this means ""three days"". Between HSD04 and HSD05 verbally insert a ""for"". HSD05 qualifies HSD06: If the value in HSD06=21 and the value in HSD05=7 (Days), this means ""21 days"".
The total message reads:
HSD*VS*1*DA*3*7*21~ = ""One visit per every three days for 21 days"".<R>
Another similar data string of HSD*VS*2*DA*4*7*20~ = ""Two visits per every four days for 20 days"".<R>
An alternate way to use HSD is to employ HSD07 and/or HSD08. A data string of HSD*VS*1*****SX*D~ means ""1 visit on Wednesday and Thursday morning""."
"B","278-A1","7","0900","","","","","","","2","0900","4781","","Required when requesting services that have a specific pattern of delivery and the pattern of delivery or usage for this service is different from the pattern of delivery or usage (HSD) in the Patient Event (Loop 2000E). If not required by this implementation guide, do not send."
"B","278-A1","7","0900","","","","","","","2","0900","","A","Health Care Services Delivery"
"C","278-A1","7","0900","HSD","01","","","","","2","0900","4534","D","Required when needed to indicate the type of service count quantified in HSD02. If not required by this implementation guide, do not send."
"C","278-A1","7","0900","HSD","01","","","","","2","0900","","F","Quantity Qualifier"
"C","278-A1","7","0900","HSD","02","","","","","2","0900","4334","B","Service Quantity"
"C","278-A1","7","0900","HSD","02","","","","","2","0900","4740","D","Required when HSD01 is valued to indicate the service quantity. If not required by this implementation guide, do not send."
"C","278-A1","7","0900","HSD","02","","","","","2","0900","4741","","If this is a request for an extension to an existing certification (UM02 = 4), then HSD02 represents the number of visits by which the certification is extended. If this is a request to revise an existing certification (UM02 = S), then HSD02 represents the new total."
"C","278-A1","7","0900","HSD","02","","","","","2","0900","","F","Service Unit Count"
"C","278-A1","7","0900","HSD","03","","","","","2","0900","4330","D","Required when needed to indicate the timeframe in which the quantity of services in HSD02 will be rendered. If not required by this implementation guide, do not send."
"C","278-A1","7","0900","HSD","03","","","","","2","0900","","F","Unit or Basis for Measurement Code"
"C","278-A1","7","0900","HSD","04","","","","","2","0900","4871","D","Required when needed to indicate sampling frequency for this service. If not required by this implementation guide, do not send."
"C","278-A1","7","0900","HSD","04","","","","","2","0900","","F","Sample Selection Modulus"
"C","278-A1","7","0900","HSD","05","","","","","2","0900","4724","D","Required when needed to indicate the time period for which the services will be continued. If not required by this implementation guide, do not send."
"C","278-A1","7","0900","HSD","05","","","","","2","0900","","F","Time Period Qualifier"
"C","278-A1","7","0900","HSD","06","","","","","2","0900","4331","D","Required when needed to indicate the number of time periods in HSD05 that are requested. If not required by this implementation guide, do not send."
"C","278-A1","7","0900","HSD","06","","","","","2","0900","","F","Period Count"
"C","278-A1","7","0900","HSD","07","","","","","2","0900","4332","D","Required when the patient event must be rendered within a specific calendar delivery pattern. If not required by this implementation guide, do not send."
"C","278-A1","7","0900","HSD","07","","","","","2","0900","","F","Delivery Frequency Code"
"C","278-A1","7","0900","HSD","08","","","","","2","0900","4333","D","Required when needed to indicate the time delivery pattern for the services. If not required by this implementation guide, do not send."
"C","278-A1","7","0900","HSD","08","","","","","2","0900","","F","Delivery Pattern Time Code"
"B","278-A1","7","1550","","","","","","","2","1550","4547","E","PWK*OB*BM***AC*DMN0012~"
"B","278-A1","7","1550","","","","","","","2","1550","4567","A","Additional Service Information"
"B","278-A1","7","1550","","","","","","","2","1550","4568","","Required when the requester has additional documentation (electronic, paper, or other medium) associated with this health care services review that applies to the service(s) requested in this Service loop,  and the 278 request (ST-SE) does not support this information in its segments and data elements. If not required by this implementation guide, do not send."
"B","278-A1","7","1550","","","","","","","2","1550","4675","","Additional documentation at the service level should apply to a specific service and/or all the services requested in this service loop."
"B","278-A1","7","1550","","","","","","","2","1550","4549","","This PWK segment is required to identify attachments that are sent electronically (PWK02 = EL) but are transmitted in another X12 functional group rather than by paper or other medium. PWK06 is used to identify the attached electronic documentation. The number in PWK06 would be referenced in the electronic attachment."
"B","278-A1","7","1550","","","","","","","2","1550","4550","","The requester can also use this PWK segment to identify paperwork that is held at the provider's office and is available upon request by the UMO (or appropriate entity). Use code AA in PWK02 to convey this specific use of the PWK segment. See code note under PWK02, code AA.<R>
Refer to Section 2.5 for more information on using this PWK segment."
"C","278-A1","7","1550","PWK","01","","","","","2","1550","","F","Attachment Report Type Code"
"E","278-A1","7","1550","PWK","01","","","755","07","2","1550","4551","","Expected outcomes of rehabilitative services."
"E","278-A1","7","1550","PWK","01","","","755","55","2","1550","4552","","Use for medical or dental equipment rental."
"E","278-A1","7","1550","PWK","01","","","755","AM","2","1550","4553","","Information to support necessity of ambulance trip."
"E","278-A1","7","1550","PWK","01","","","755","AS","2","1550","4554","","A brief patient summary; it lists the patient's chief complaints and the reasons for admitting the patient to the hospital."
"E","278-A1","7","1550","PWK","01","","","755","AT","2","1550","4555","","Use for purchase of medical or dental equipment."
"E","278-A1","7","1550","PWK","01","","","755","CB","2","1550","4556","","Lists the reasons chiropractic is just and appropriate treatment."
"C","278-A1","7","1550","PWK","02","","","","","2","1550","","F","Report Transmission Code"
"E","278-A1","7","1550","PWK","02","","","756","AA","2","1550","4557","","This means that the paperwork is not being sent with the request at this time. Instead, it is available to the UMO (or appropriate entity) on request."
"E","278-A1","7","1550","PWK","02","","","756","EL","2","1550","4558","","Use to indicate that the attachment is being transmitted in a separate X12 functional group."
"E","278-A1","7","1550","PWK","02","","","756","VO","2","1550","4559","","Use this for voicemail or phone communication."
"C","278-A1","7","1550","PWK","05","","","","","2","1550","4561","D","Required when PWK02 equals BM, EL, EM or FX. If not required by this implementation guide, may be provided at the sender's discretion but cannot be required by the receiver."
"C","278-A1","7","1550","PWK","05","","","","","2","1550","","F","Identification Code Qualifier"
"C","278-A1","7","1550","PWK","06","","","","","2","1550","4561","D","Required when PWK02 equals BM, EL, EM or FX. If not required by this implementation guide, may be provided at the sender's discretion but cannot be required by the receiver."
"C","278-A1","7","1550","PWK","06","","","","","2","1550","4772","","The requester can use it when PWK02 equals ""AA"" if the requester wants to send a document control number for an attachment remaining at the Provider's office."
"C","278-A1","7","1550","PWK","06","","","","","2","1550","","F","Attachment Control Number"
"C","278-A1","7","1550","PWK","07","","","","","2","1550","4782","D","Required when needed to add any additional information about the attachment described in this segment. If not required by this implementation guide, do not send."
"C","278-A1","7","1550","PWK","07","","","","","2","1550","","F","Attachment Description"
"B","278-A1","7","1600","","","","","","","2","1600","4512","E","MSG*This is a free-form text message~"
"B","278-A1","7","1600","","","","","","","2","1600","4676","","Required when needed to transmit a message to the UMO about the service. If not required by this implementation guide, do not send."
"B","278-A1","7","1600","","","","","","","2","1600","4742","","Do not use the MSG segment to relay information that you can send using codified information in existing data elements. If you need to use the MSG segment, you should approach X12N with data maintenance to solve the business need without the use of the MSG segment."
"B","278-A1","7","1600","","","","","","","2","1600","","A","Message Text"
"C","278-A1","7","1600","MSG","01","","","","","2","1600","","F","Free Form Message Text"
"B","278-A1","7","1700","","","","","","","2","1700","4275","E","NM1*SJ*1*WATSON*SUSAN****34*987654321~"
"B","278-A1","7","1700","","","","","","","2","1700","4322","A","Service Provider Name"
"B","278-A1","7","1700","","","","","","","2","1700","4586","","Use this segment to convey the name and identification number of the service provider (person, group, or facility) specialist, or specialty entity to provide services to the patient."
"B","278-A1","7","1700","","","","","","","2","1700","4743","","Required when requesting a service provider, specialist, or specialty entity for this service that is different from the provider, specialist, or specialty entity identified in Loop 2010EA (Patient Event Provider Name). If Loop 2010EA is not valued, Loop 2010F must be valued for each service associated with this patient event. If not required by this implementation guide, may be provided at the sender's discretion but cannot be required by the receiver."
"B","278-A1","7","1700","","","","","","","2","1700","4783","","If this loop is not valued, loop 2010E is required to identify the service provider, specialist, or speciality entity to provide services."
"C","278-A1","7","1700","NM1","01","","","","","2","1700","","F","Entity Identifier Code"
"C","278-A1","7","1700","NM1","02","","","","","2","1700","","F","Entity Type Qualifier"
"C","278-A1","7","1700","NM1","03","","","","","2","1700","4419","D","Required when identifying a specialty person, facility, group practice, or clinic and NM108/NM109 are not present. If not required by this implementation guide, may be provided at the sender's discretion but cannot be required by the receiver."
"C","278-A1","7","1700","NM1","03","","","","","2","1700","","F","Service Provider Last or Organization Name"
"C","278-A1","7","1700","NM1","04","","","","","2","1700","4420","D","Required when the service provider is a specific person (NM102 = 1) and NM103 is present. If not required by this implementation guide, do not send."
"C","278-A1","7","1700","NM1","04","","","","","2","1700","","F","Service Provider First Name"
"C","278-A1","7","1700","NM1","05","","","","","2","1700","4421","D","Required when NM104 is present and the middle name/initial of the person is known. If not required by this implementation guide, do not send."
"C","278-A1","7","1700","NM1","05","","","","","2","1700","","F","Service Provider Middle Name"
